Text,Verdict
Mr. Bush talked about taxes.,0
"No, Cuba is not lost, and I don't think this kind of defeatist talk by Senator Kennedy helps the situation one bit.",-1
We're going to cut business taxes massively.,-1
It's given us the highest small business failure in 50 years.,1
"There are some other things that have been said here -- back, and you said that I might be able to dredge them up.",-1
"And she gets away with it, and she can run for the presidency of the United States?",-1
Senator Kennedy has indicated on several occasions in this program tonight that I have been misstating his record and his figures.,0
"I live in a state where manufacturing job growth has far outpaced the nation in the last few years, where we have created more private sector jobs since Mr. Bush has been president than have been created in the entire rest of the country, where Mr. Bush's labor secretary said job growth has been enormous.",1
We've also got uh - a comparison between himself and Mr. Nixon.,-1
We need to move on.,-1
I think that in dealing with the Soviet Union one has to be realistic.,-1
It's a system that cries out for accountability and transparency and the adequate funding.,-1
She wants to fight for rebels.,1
And I want the states to meet their responsibilities.,-1
They inform on the bad guys.,-1
"Now, the priorities are just very different.",-1
"After 9/11, when the 28 nations of NATO said that they would go to Afghanistan with us to fight terrorism, something that they still are doing by our side.",1
And it wasn't very detailed.,-1
"Now with respect to the deficit, the president was handed a $5.6 trillion surplus, ladies and gentlemen.",1
So we need more protection from America.,-1
But now let's talk about the pluses that came out this week.,-1
And that's the kind of presidency I want to lead.,-1
Seventy-five percent of known Al Qaida leaders have been brought to justice.,1
That's what reporters called it.,0
"In February he said we had the best economy in Ã‚ 30 years, just February.",1
We're not going to allow Iran to perpetually engage in negotiations that lead nowhere.,-1
In a > Transfer interrupted!,-1
"Now, I'm all for alternative forms of energy, including wind, including solar, et cetera.",-1
"First of all, the report to which Senator Kennedy refers is one that was made many, many months ago and related particularly to the uh - period immediately after Sputnik.",1
Bring them back into the mainstream of public life.,-1
We cannot turn the job over to anyone else.,-1
"I understand the limited role of the federal government, but it could be a constructive role when it comes to reform, by insisting that there be a strong accountability systems.",-1
"I don't agree with nearly anything else he says or does, but I do respect that.",-1
Now looking at Senator Kennedy's credentials: he is suggesting that he will move America faster and further than I will.,-1
