Sentence_id,Text,Verdict,Cleaned
21476,"... 600 -- wait a minute, Anderson, 600 times.",-1,600 wait minut anderson 600 time
21477,"Well, she said she was awake at 3 o'clock in the morning, and she also sent a tweet out at 3 o'clock in the morning, but I won't even mention that.",0,well said awak 3 clock morn also sent tweet 3 clock morn even mention
21478,But she said she'll be awake.,0,said awak
21479,"Who's going -- the famous thing, we're going to answer our call at 3 o'clock in the morning.",-1,go famou thing go answer call 3 clock morn
21480,Ambassador Stevens -- Ambassador Stevens sent 600 requests for help.,1,ambassador steven ambassador steven sent 600 request help
21481,"And the only one she talked to was Sidney Blumenthal, who's her friend and not a good guy, by the way.",1,one talk sidney blumenth friend good guy way
21482,"So, you know, she shouldn't be talking about that.",-1,know talk
21483,"Now, tweeting happens to be a modern day form of communication.",0,tweet happen modern day form commun
21484,"I mean, you can like it or not like it.",-1,mean like like
21485,"I have, between Facebook and Twitter, I have almost 25 million people.",0,facebook twitter almost 25 million peopl
21486,It's a very effective way of communication.,-1,effect way commun
21487,"So you can put it down, but it is a very effective form of communication.",-1,put effect form commun
21488,"I'm not un-proud of it, to be honest with you.",-1,un proud honest
21489,I'm shocked to hear that.,-1,shock hear
21490,"Well, it's not only my opinion.",-1,well opinion
21491,"It's the opinion of many others, national security experts, Republicans, former Republican members of Congress.",1,opinion mani other nation secur expert republican former republican member congress
21492,"But it's in part because those of us who have had the great privilege of seeing this job up close and know how difficult it is, and it's not just because I watched my husband take a $300 billion deficit and turn it into a $200 billion surplus, and 23 million new jobs were created, and incomes went up for everybody.",1,part us great privileg see job close know difficult watch husband take 300 billion deficit turn 200 billion surplu 23 million new job creat incom went everybodi
21493,African-American incomes went up 33 percent.,1,african american incom went 33 percent
21494,"And it's not just because I worked with George W. Bush after 9/11, and I was very proud that when I told him what the city needed, what we needed to recover, he said you've got it, and he never wavered.",0,work georg w bush 9 11 proud told citi need need recov said got never waver
21495,And I have worked and I admire President Obama.,0,work admir presid obama
21496,He inherited the worst financial crisis since the Great Depression.,1,inherit worst financi crisi sinc great depress
21497,That was a terrible time for our country.,-1,terribl time countri
21498,Nine million people lost their jobs.,1,nine million peopl lost job
21499,Five million homes were lost.,1,five million home lost
21500,And $13 trillion in family wealth was wiped out.,1,13 trillion famili wealth wipe
21501,We are back on the right track.,-1,back right track
21502,He would send us back into recession with his tax plans that benefit the wealthiest of Americans.,1,would send us back recess tax plan benefit wealthiest american
21503,It is -- our country has the slowest growth and jobs are a disaster.,1,countri slowest growth job disast
21504,This is one of the most important issues in this election.,-1,one import issu elect
21505,"I want to appoint Supreme Court justices who understand the way the world really works, who have real-life experience, who have not just been in a big law firm and maybe clerked for a judge and then gotten on the bench, but, you know, maybe they tried some more cases, they actually understand what people are up against.",-1,want appoint suprem court justic understand way world realli work real life experi big law firm mayb clerk judg gotten bench know mayb tri case actual understand peopl
21506,Because I think the current court has gone in the wrong direction.,-1,think current court gone wrong direct
21507,"And so I would want to see the Supreme Court reverse Citizens United and get dark, unaccountable money out of our politics.",-1,would want see suprem court revers citizen unit get dark unaccount money polit
21508,Donald doesn't agree with that.,1,donald agre
21509,"I would like the Supreme Court to understand that voting rights are still a big problem in many parts of our country, that we don't always do everything we can to make it possible for people of color and older people and young people to be able to exercise their franchise.",1,would like suprem court understand vote right still big problem mani part countri alway everyth make possibl peopl color older peopl young peopl abl exercis franchis
21510,"I want a Supreme Court that will stick with Roe v. Wade and a woman's right to choose, and I want a Supreme Court that will stick with marriage equality.",-1,want suprem court stick roe v wade woman right choos want suprem court stick marriag equal
21511,"Now, Donald has put forth the names of some people that he would consider.",0,donald put forth name peopl would consid
21512,And among the ones that he has suggested are people who would reverse Roe v. Wade and reverse marriage equality.,-1,among one suggest peopl would revers roe v wade revers marriag equal
21513,I think that would be a terrible mistake and would take us backwards.,-1,think would terribl mistak would take us backward
21514,I want a Supreme Court that doesn't always side with corporate interests.,-1,want suprem court alway side corpor interest
21515,I want a Supreme Court that understands because you're wealthy and you can give more money to something doesn't mean you have any more rights or should have any more rights than anybody else.,-1,want suprem court understand wealthi give money someth mean right right anybodi els
