Sentence_id,Text,Verdict
18387,You can't have an economy that over the last three years keeps slowing down its growth rate.,-1
18388,"You can't have kids coming out of college, half of them can't find a job today, or a job that's commensurate with their college degree.",1
18389,We have to get our economy going.,-1
18390,"And our military, we've got to strengthen our military long-term.",-1
18391,We don't know what the world is going to throw at us down the road.,-1
18392,We -- we make decisions today in the military that -- that will confront challenges we can't imagine.,-1
18393,"In the 2000 debates, there was no mention of terrorism, for instance.",1
18394,"And a year later, 9/11 happened.",1
18395,"So, we have to make decisions based upon uncertainty, and that means a strong military.",-1
18396,I will not cut our military budget.,-1
18397,We have to also stand by our allies.,-1
18398,I -- I think the tension that existed between Israel and the United States was very unfortunate.,-1
18399,"I think also that pulling our missile defense program out of Poland in the way we did was also unfortunate in terms of, if you will, disrupting the relationship in some ways that existed between us.",-1
18400,"And then, of course, with regards to standing for our principles, when -- when the students took to the streets in Tehran and the people there protested, the Green Revolution occurred, for the president to be silent I thought was an enormous mistake.",0
18401,"We have to stand for our principles, stand for our allies, stand for a strong military and stand for a stronger economy.",-1
18402,America remains the one indispensable nation.,-1
18403,"And the world needs a strong America, and it is stronger now than when I came into office.",-1
18404,"Because we ended the war in Iraq, we were able to refocus our attention on not only the terrorist threat, but also beginning a transition process in Afghanistan.",-1
18405,It also allowed us to refocus on alliances and relationships that had been neglected for a decade.,-1
18406,"And Governor Romney, our alliances have never been stronger, in Asia, in Europe, in Africa, with Israel, where we have unprecedented military and intelligence cooperation, including dealing with the Iranian threat.",1
18407,"But what we also have been able to do is position ourselves so we can start rebuilding America, and that's what my plan does.",1
18408,"Making sure that we're bringing manufacturing back to our shores so that we're creating jobs here, as we've done with the auto industry, not rewarding companies that are shipping jobs overseas.",1
18409,"Making sure that we've got the best education system in the world, including retraining our workers for the jobs of tomorrow.",-1
18410,Doing everything we can to control our own energy.,-1
18411,We've cut our oil imports to the lowest level in two decades because we've developed oil and natural gas.,1
18412,But we also have to develop clean energy technologies that will allow us to cut our exports in half by 2020.,-1
18413,That's the kind of leadership that we need to show.,-1
18414,And we've got to make sure that we reduce our deficit.,-1
18415,"Unfortunately, Governor Romney's plan doesn't do it.",-1
18416,"We've got to do it in a responsible way by cutting out spending we don't need, but also asking the wealthiest to pay a little bit more.",-1
